pert_iname	classes
bambuterol	agents producing tachycardia|anti asthmatic agents|delayed action preparations|agents to treat airway disease|amines|adrenergic beta 2 receptor agonists|cholinesterase inhibitors|agents that produce hypertension|adrenergic agonists|cholinesterase substrates|adrenergic beta agonists|drugs for obstructive airway diseases|respiratory system agents|ethanolamines|peripheral nervous system agents|bronchodilator agents|prodrugs|adrenergics for systemic use|amino alcohols|autonomic agents|selective beta 2 adrenergic agonists|alcohols
pranlukast	respiratory system agents|benzopyrans|hormones, hormone substitutes, and hormone antagonists|hormone antagonists|cytochrome p 450 cyp3a substrates|anti asthmatic agents|cytochrome p 450 enzyme inhibitors|leukotriene antagonists|heterocyclic compounds, fused ring|drugs for obstructive airway diseases|pyrans|cytochrome p 450 substrates|agents to treat airway disease|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|cytochrome p 450 cyp2c9 inhibitors|cytochrome p 450 cyp3a4 substrates|cytochrome p 450 cyp3a4 substrates (strength unknown)
theobromine	anti asthmatic agents|purinones|cardiovascular agents|vasodilating agents|diuretics|alkaloids|low ceiling diuretics, excl. thiazides|cytochrome p 450 substrates|xanthine derivatives|heterocyclic compounds, fused ring|drugs for obstructive airway diseases|respiratory system agents|peripheral nervous system agents|cytochrome p 450 cyp2e1 substrates|bronchodilator agents|cytochrome p 450 cyp1a2 substrates|purines|autonomic agents
cefepime	amides|nephrotoxic agents|thiazines|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|cephalosporins|fourth generation cephalosporins|heterocyclic compounds, fused ring|sulfur compounds|beta lactams|anti infective agents|lactams
cefpodoxime	amides|nephrotoxic agents|thiazines|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|cephacetrile|cephalosporins|heterocyclic compounds, fused ring|prodrugs|sulfur compounds|third generation cephalosporins|beta lactams|anti infective agents|lactams
acenocoumarol	cytochrome p 450 cyp2c19 substrates with a narrow therapeutic index|vitamin k antagonists|cytochrome p 450 cyp1a2 substrates with a narrow therapeutic index|coumarins|cytochrome p 450 cyp3a4 substrates|p glycoprotein substrates|cytochrome p 450 cyp2c19 substrates|blood and blood forming organs|benzopyrans|anticoagulants|hematologic agents|cytochrome p 450 substrates|cytochrome p 450 cyp2c9 substrates|cytochrome p 450 cyp3a4 substrates with a narrow therapeutic index|heterocyclic compounds, fused ring|4 hydroxycoumarins|cytochrome p 450 cyp3a substrates|pyrans|cytochrome p 450 cyp1a2 substrates|narrow therapeutic index drugs|p glycoprotein substrates with a narrow therapeutic index|cytochrome p 450 cyp2c9 substrates with a narrow therapeutic index
testosterone propionate	hormones, hormone substitutes, and hormone antagonists|androstenes|gonadal steroid hormones|androstanes|drugs that are mainly renally excreted|cytochrome p 450 cyp3a4 substrates|fused ring compounds|ugt1a1 inducers|p glycoprotein substrates|testosterone congeners|comt inhibitors|testosterone and derivatives|cytochrome p 450 substrates|androstenols|cytochrome p 450 cyp3a substrates|steroids|hormones|gonadal hormones|thyroxine binding globulin inhibitors|androgens
paromomycin	carbohydrates|nephrotoxic agents|anti bacterial agents|alimentary tract and metabolism|amebicides|intestinal antiinfectives|glycosides|agents that produce neuromuscular block (indirect)|aminoglycoside antibacterials|drugs that are mainly renally excreted|anti infective agents|antiprotozoals|antidiarrheals, intestinal antiinflammatory/antiinfective agents|antiparasitic agents
alizapride	drugs for functional gastrointestinal disorders|propulsives|peripheral nervous system agents|alimentary tract and metabolism|central nervous system agents|gastrointestinal agents|antiemetics|autonomic agents|dopamine antagonists|dopamine d2 receptor antagonists
oxybenzone	compounds used in a research, industrial, or household setting|dermatologicals|household products|ketones|radiation protective agents|protective agents|sunscreen agents|drugs that are mainly renally excreted|benzene derivatives|cosmetics
phenazone	anti inflammatory agents, non steroidal|anti inflammatory agents, non steroidal (non selective)|sensory system agents|central nervous system agents|cytochrome p 450 cyp2a6 substrates|cytochrome p 450 cyp3a4 substrates|nephrotoxic agents|cytochrome p 450 cyp2c19 substrates|pyrazoles|analgesics|cytochrome p 450 cyp2b6 substrates|agents that produce hypertension|non cox 2 selective nsaids|cytochrome p 450 cyp2d6 inhibitors|nervous system|cytochrome p 450 enzyme inhibitors|pyrazolones|anti inflammatory agents|cytochrome p 450 substrates|oat1/slc22a6 inhibitors|cytochrome p 450 cyp2c9 substrates|analgesics, non narcotic|otologicals|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp2c19 inhibitors|cytochrome p 450 cyp3a substrates|methemoglobinemia associated agents|peripheral nervous system agents|agents causing hyperkalemia|cytochrome p 450 cyp2e1 substrates|cytochrome p 450 cyp1a2 substrates|sensory organs|cytochrome p 450 cyp2c18 substrates|analgesics and anesthetics|cytochrome p 450 cyp2c8 substrates
alfacalcidol	cholestenes|vitamins (fat soluble)|musculo skeletal system|steroids|alimentary tract and metabolism|drugs for treatment of bone diseases|sterols|drugs affecting bone structure and mineralization|cholestanes|lipids|vitamin d and analogues|secosteroids|bone density conservation agents|vitamins|fused ring compounds|membrane lipids
phenazopyridine	urologicals|antipruritics and local anesthetics|nephrotoxic agents|pyridines|aminopyridines|methemoglobinemia associated agents|genito urinary system and sex hormones|drugs that are mainly renally excreted|amines
amt	indoles|stimulants|biogenic amines|biogenic monoamines|amines|heterocyclic compounds, fused ring
ethylestrenol	anabolic agents|hormones, hormone substitutes, and hormone antagonists|norsteroids|norpregnanes|alimentary tract and metabolism|hormones|norpregnenes|steroids|estren derivatives|anabolic steroids|anabolic agents for systemic use|fused ring compounds
androstenedione	hormones, hormone substitutes, and hormone antagonists|ketosteroids|cytochrome p 450 cyp3a substrates|androstenes|gonadal steroid hormones|adrenal cortex hormones|steroids|hormones|testosterone congeners|androstanes|gonadal hormones|cytochrome p 450 substrates|17 ketosteroids|cytochrome p 450 cyp3a4 substrates|fused ring compounds
metrizamide	carbohydrates|compounds used in a research, industrial, or household setting|iodobenzoates|diagnostic uses of chemicals|acids, carbocyclic|glycosides|contrast media|triiodobenzoic acids|benzene derivatives|benzoates|x ray contrast media, iodinated|watersoluble, nephrotropic, low osmolar x ray contrast media
oxprenolol	propanolamines|beta blocking agents, non selective|central nervous system agents|adrenergic agents|tranquilizing agents|phenoxypropanolamines|amines|bradycardia causing agents|adrenergic antagonists|hypotensive agents|oct2 inhibitors|antiarrhythmic agents|central nervous system depressants|neurotransmitter agents|cardiovascular agents|qtc prolonging agents|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 enzyme inhibitors|vasodilating agents|propanols|moderate risk qtc prolonging agents|adrenergic beta antagonists|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|cytochrome p 450 substrates|beta blocking agents and thiazides|beta blocking agents, non selective, and thiazides|cytochrome p 450 cyp2d6 substrates|antihypertensive agents|peripheral nervous system agents|agents causing hyperkalemia|amino alcohols|autonomic agents|sympatholytics|alcohols|anti anxiety agents
sulfamerazine	amides|aniline compounds|sulfonamide antibacterial|sulfonamides|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|dermatologicals|long acting sulfonamides|sulfonamides and trimethoprim|sulfones|genito urinary system and sex hormones|sulfur compounds|anti infective agents|sulfanilamides|gynecological antiinfectives and antiseptics|amines
sulfadimidine	amides|aniline compounds|sulfonamides|antiinfectives for systemic use|antibacterials for systemic use|short acting sulfonamides|sulfonamides and trimethoprim|sulfones|genito urinary system and sex hormones|sulfur compounds|anti infective agents|sulfanilamides|gynecological antiinfectives and antiseptics|amines
everolimus	mtor inhibitors|antineoplastic and immunomodulating agents|anti bacterial agents|oatp1b3 inhibitors|antineoplastic agents|kinase inhibitor|cytochrome p 450 cyp3a4 substrates|p glycoprotein inhibitors|mtor inhibitor immunosuppressant|p glycoprotein substrates|oatp1b1/slco1b1 inhibitors|myelosuppressive agents|decreased immunologic activity|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 enzyme inhibitors|hyperglycemia associated agents|cytochrome p 450 cyp3a4 inhibitors|selective immunosuppressants|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|cytochrome p 450 substrates|cytochrome p 450 cyp3a4 substrates with a narrow therapeutic index|cytochrome p 450 cyp3a inhibitors|protein kinase inhibitors|immunosuppressive agents|macrolides|cytochrome p 450 cyp3a substrates|polyketides|narrow therapeutic index drugs|p glycoprotein substrates with a narrow therapeutic index|lactones|immunologic factors
solifenacin	agents producing tachycardia|urological agents|tetrahydroisoquinolines|drugs used in benign prostatic hypertrophy|cytochrome p 450 cyp3a4 substrates|quinuclidines|anticholinergic agents|drugs for urinary frequency and incontinence|agents that produce hypertension|neurotransmitter agents|qtc prolonging agents|urologicals|cholinergic agents|cytochrome p 450 substrates|isoquinolines|potential qtc prolonging agents|heterocyclic compounds, fused ring|muscarinic antagonists|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp3a substrates|genito urinary system and sex hormones
fer	transition elements|iron preparations|micronutrients|food|metals, heavy|food and beverages|supplements|iron compounds|blood and blood forming organs|elements|diet, food, and nutrition|organometallic compounds|physiological phenomena|growth substances|trace elements|antianemic preparations|alimentary tract and metabolism|metals|minerals|antianemia drugs
nitrazepam	hypnotics and sedatives|muscle relaxants|central nervous system agents|tranquilizing agents|psycholeptics|cytochrome p 450 cyp3a4 substrates|benzodiazepine hypnotics and sedatives|muscle relaxants, centrally acting agents|benzazepines|cytochrome p 450 cyp2e1 inhibitors|anticonvulsants|central nervous system depressants|neurotransmitter agents|benzodiazepines and benzodiazepine derivatives|nervous system|cytochrome p 450 enzyme inhibitors|gaba modulators|cytochrome p 450 substrates|gaba agents|heterocyclic compounds, fused ring|cytochrome p 450 cyp3a substrates|psychotropic drugs|cytochrome p 450 cyp2e1 inhibitors (strength unknown)|benzodiazepinones|anti anxiety agents
cilastatin	protease inhibitors|oat3/slc22a8 inhibitors|cycloparaffins|renal dehydropeptidase inhibitor|dipeptidase inhibitors|enzyme inhibitors|cyclopropanes|oat1/slc22a6 inhibitors
imipenem	amides|agents that reduce seizure threshold|neurotoxic agents|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|heterocyclic compounds, fused ring|penem antibacterial|sulfur compounds|beta lactams|anti infective agents|beta lactam antibacterials|thienamycins|lactams|carbapenems
probucol	antioxidants|hypolipidemic agents|phenols|compounds used in a research, industrial, or household setting|protective agents|moderate risk qtc prolonging agents|toxic actions|lipid modifying agents|anticholesteremic agents|lipid regulating agents|benzene derivatives|noxae|lipid modifying agents, plain|qtc prolonging agents
tiaprofenic acid	acids, acyclic|anti inflammatory agents, non steroidal|anti inflammatory agents, non steroidal (non selective)|sensory system agents|central nervous system agents|other nonsteroidal anti inflammatory agents|musculo skeletal system|nephrotoxic agents|photosensitizing agents|analgesics|fatty acids|agents that produce hypertension|non cox 2 selective nsaids|antiinflammatory and antirheumatic products, non steroids|anti inflammatory agents|fatty acids, volatile|analgesics, non narcotic|prostaglandin antagonists|antirheumatic agents|peripheral nervous system agents|antiinflammatory and antirheumatic products|agents causing hyperkalemia|propionates|lipids
lopinavir	hiv protease inhibitors|cytochrome p 450 cyp2b6 inhibitors (strength unknown)|oatp1b3 inhibitors|cytochrome p 450 cyp2c9 inhibitors (weak)|cytochrome p 450 cyp3a4 inhibitors (strong)|experimental unapproved treatments for covid 19|cytochrome p 450 cyp3a4 substrates|antivirals for systemic use|nephrotoxic agents|p glycoprotein inhibitors|cytochrome p 450 cyp1a2 inhibitors (strength unknown)|p glycoprotein inducers|cytochrome p 450 cyp2c9 inducers (strength unknown)|cytochrome p 450 cyp2c19 inhibitors (weak)|oatp1b1/slco1b1 inhibitors|anti retroviral agents|pyrimidinones|qtc prolonging agents|cytochrome p 450 cyp2b6 inhibitors (weak)|cytochrome p 450 cyp2b6 inhibitors|cytochrome p 450 enzyme inhibitors|hyperglycemia associated agents|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 substrates|enzyme inhibitors|organic anion transporting polypeptide 1b1 inhibitors|anti infective agents|antiviral agents|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp2c9 inhibitors|cytochrome p 450 cyp1a2 inhibitors|potential qtc prolonging agents|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp2c19 inhibitors|cytochrome p 450 cyp3a substrates|protease inhibitors|antiinfectives for systemic use|cytochrome p 450 enzyme inducers|cytochrome p 450 cyp1a2 substrates|anti hiv agents|direct acting antivirals|bsep/abcb11 inhibitors|cytochrome p 450 cyp2c9 inducers
bacampicilline	amides|penicillins with extended spectrum|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|heterocyclic compounds, fused ring|penicillin g|sulfur compounds|penicillins|beta lactams|anti infective agents|beta lactam antibacterials|lactams
pivampicillin	amides|penicillins with extended spectrum|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|heterocyclic compounds, fused ring|penicillin g|sulfur compounds|penicillins|beta lactams|anti infective agents|beta lactam antibacterials|lactams
pivmecillinam	amides|penicillins with extended spectrum|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|heterocyclic compounds, fused ring|anti infective agents, urinary|renal agents|sulfur compounds|penicillins|beta lactams|anti infective agents|beta lactam antibacterials|lactams
tazobactam	antibacterials for systemic use|aza compounds|azabicyclo compounds|beta lactam antibacterials|oat1/slc22a6 substrates|oat3/slc22a8 inhibitors|sulfones|beta lactams|amides|enzyme inhibitors|oat1/slc22a6 inhibitors|anti infective agents|beta lactamase inhibitors|heterocyclic compounds, fused ring|antiinfectives for systemic use|sulfur compounds|lactams|oat3/slc22a8 substrates
ticarcillin	amides|penicillins with extended spectrum|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|heterocyclic compounds, fused ring|sulfur compounds|penicillins|beta lactams|anti infective agents|beta lactam antibacterials|lactams
hydroxychloroquine	drugs causing inadvertant photosensitivity|aminoquinolines|cytochrome p 450 cyp3a4 substrates|antiparasitic products, insecticides and repellents|p glycoprotein inhibitors|photosensitizing agents|quinolines|antiparasitic agents|qtc prolonging agents|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 enzyme inhibitors|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|cytochrome p 450 substrates|enzyme inhibitors|antimalarials|anti infective agents|potential qtc prolonging agents|antirheumatic agents|heterocyclic compounds, fused ring|immunosuppressive agents|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp3a substrates|antiprotozoals|cytochrome p 450 cyp2c8 substrates
acepromazine	phenothiazines|central nervous system agents|serotonin receptor antagonists|tranquilizing agents|adrenergic alpha 1 receptor antagonists|psycholeptics|adrenergic antagonists|serotonin 5 ht1 receptor antagonists|serotonin agents|serotonin 5 ht1a receptor antagonists|antipsychotic agents|agents that produce hypertension|central nervous system depressants|neurotransmitter agents|nervous system|serotonin 5 ht2 receptor antagonists|dopamine d2 receptor antagonists|heterocyclic compounds, fused ring|neurotoxic agents|adrenergic alpha antagonists|serotonin 5 ht2a receptor antagonists|phenothiazines with aliphatic side chain|psychotropic drugs|dopamine agents|sulfur compounds|dopamine antagonists
alverine	drugs for functional gastrointestinal disorders|parasympatholytics|peripheral nervous system agents|serotonin 5 ht1 receptor antagonists|alimentary tract and metabolism|serotonin agents|serotonin receptor antagonists|serotonin 5 ht1a receptor antagonists|central nervous system depressants|autonomic agents|antidepressive agents|amines
molindone	central nervous system agents|serotonin receptor antagonists|tranquilizing agents|psycholeptics|indoles|serotonin 5 ht1 receptor antagonists|serotonin agents|serotonin 5 ht1a receptor antagonists|antipsychotic agents|indole derivatives|central nervous system depressants|antidepressive agents|nervous system|antipsychotic agents (first generation [typical])|serotonin 5 ht2 receptor antagonists|dopamine d2 receptor antagonists|heterocyclic compounds, fused ring|neurotoxic agents|serotonin 5 ht2a receptor antagonists|psychotropic drugs|dopamine antagonists
pheniramine	antihistamines for topical use|histamine agents|pyridines|antipruritics|dermatologicals|anti allergic agents|antihistamines for systemic use|histamine antagonists|potential qtc prolonging agents|qtc prolonging agents|histamine h1 antagonists|antipruritics, incl. antihistamines, anesthetics, etc.
thioproperazine	phenothiazines|serotonin receptor antagonists|adrenergic alpha 1 receptor antagonists|psycholeptics|adrenergic antagonists|serotonin 5 ht1 receptor antagonists|serotonin agents|serotonin 5 ht1a receptor antagonists|antipsychotic agents|agents that produce hypertension|central nervous system depressants|phenothiazines with piperazine structure|antidepressive agents|nervous system|antipsychotic agents (first generation [typical])|serotonin 5 ht2 receptor antagonists|dopamine d2 receptor antagonists|heterocyclic compounds, fused ring|neurotoxic agents|adrenergic alpha antagonists|serotonin 5 ht2a receptor antagonists|sulfur compounds|dopamine antagonists
thiothixene	drugs causing inadvertant photosensitivity|central nervous system agents|serotonin receptor antagonists|tranquilizing agents|psycholeptics|photosensitizing agents|serotonin agents|thioxanthenes|antipsychotic agents|central nervous system depressants|thioxanthene derivatives|neurotransmitter agents|antidepressive agents|qtc prolonging agents|cytochrome p 450 cyp2d6 inhibitors|nervous system|cytochrome p 450 enzyme inhibitors|antipsychotic agents (first generation [typical])|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|cytochrome p 450 substrates|serotonin 5 ht2 receptor antagonists|potential qtc prolonging agents|dopamine d2 receptor antagonists|heterocyclic compounds, fused ring|neurotoxic agents|serotonin 5 ht2a receptor antagonists|psychotropic drugs|dopamine agents|cytochrome p 450 cyp1a2 substrates|sulfur compounds|xanthenes|dopamine antagonists
zuclopenthixol	central nervous system agents|serotonin receptor antagonists|tranquilizing agents|adrenergic alpha 1 receptor antagonists|psycholeptics|cytochrome p 450 cyp3a4 substrates|adrenergic antagonists|serotonergic drugs shown to increase risk of serotonin syndrome|serotonin agents|thioxanthenes|antipsychotic agents|agents that produce hypertension|central nervous system depressants|thioxanthene derivatives|neurotransmitter agents|antidepressive agents|qtc prolonging agents|nervous system|antipsychotic agents (first generation [typical])|cytochrome p 450 substrates|serotonin 5 ht2 receptor antagonists|dopamine d2 receptor antagonists|heterocyclic compounds, fused ring|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp3a substrates|adrenergic alpha antagonists|neurotoxic agents|serotonin 5 ht2a receptor antagonists|psychotropic drugs|dopamine agents|highest risk qtc prolonging agents|sulfur compounds|xanthenes|histamine antagonists|dopamine antagonists|histamine h1 antagonists|cytochrome p 450 cyp3a4 substrates (strength unknown)
pargyline	agents that reduce seizure threshold|mao inhibitors and diuretics|antihypertensive agents|serotonergic drugs shown to increase risk of serotonin syndrome|monoamine oxidase inhibitors|agents that produce hypertension|benzyl compounds|benzylamines|central nervous system depressants|benzene derivatives|enzyme inhibitors|antidepressive agents|cardiovascular agents|monoamine oxidase a inhibitors  for interaction with monoamine oxidase a substrates|amines
lincomycin	carbohydrates|neurotoxic agents|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|pyrrolidines|protein synthesis inhibitors|glycosides|agents that produce neuromuscular block (indirect)|enzyme inhibitors|macrolides, lincosamides and streptogramins|anti infective agents|lincosamides
etoricoxib	anti inflammatory agents, non steroidal|sensory system agents|central nervous system agents|musculo skeletal system|cytochrome p 450 cyp3a4 substrates|cytochrome p 450 cyp2e1 inhibitors (weak)|cox 2 inhibitors|nephrotoxic agents|selective cyclooxygenase 2 inhibitors (nsaids)|cytochrome p 450 cyp2d6 inhibitors (weak)|analgesics|sulfones|cytochrome p 450 cyp2e1 inhibitors|agents that produce hypertension|cytochrome p 450 cyp2c19 inhibitors (weak)|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|antiinflammatory and antirheumatic products, non steroids|pyridines|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 enzyme inhibitors|anti inflammatory agents|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 substrates|enzyme inhibitors|cytochrome p 450 cyp2c9 substrates|analgesics, non narcotic|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp2c9 inhibitors|antirheumatic agents|cytochrome p 450 cyp2c19 inhibitors|cytochrome p 450 cyp3a substrates|peripheral nervous system agents|antiinflammatory and antirheumatic products|agents causing hyperkalemia|cytochrome p 450 cyp1a2 substrates|sulfur compounds|cyclooxygenase inhibitors
genistein	hormones, hormone substitutes, and hormone antagonists|cytochrome p 450 cyp2c8 inhibitors|bcrp/abcg2 inhibitors|antineoplastic agents|estrogens, non steroidal|isoflavones|cytochrome p 450 cyp3a4 inducers|tyrosine kinase inhibitors|flavonoids|p glycoprotein inhibitors|anticarcinogenic agents|cytochrome p 450 cyp2c8 inhibitors (moderate)|protective agents|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|oatp1b1/slco1b1 inhibitors|cytochrome p 450 cyp3a4 inducers (weak)|benzopyrans|cytochrome p 450 enzyme inhibitors|cytochrome p 450 cyp1a2 inhibitors (weak)|cytochrome p 450 substrates|enzyme inhibitors|cytochrome p 450 cyp3a inducers|protein kinase inhibitors|cytochrome p 450 cyp2c9 inhibitors|cytochrome p 450 cyp1a2 inhibitors|heterocyclic compounds, fused ring|compounds used in a research, industrial, or household setting|cytochrome p 450 enzyme inducers|hormones|pyrans|cytochrome p 450 cyp1a2 substrates|chromones|phytoestrogens
rutin	benzopyrans|flavonoids|cytochrome p 450 cyp2c8 inhibitors|cytochrome p 450 enzyme inhibitors|cytochrome p 450 cyp3a4 inhibitors|heterocyclic compounds, fused ring|pyrans|capillary stabilizing agents|flavonols|chromones|vasoprotectives|cytochrome p 450 cyp2c8 inhibitors (strength unknown)|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp3a4 inhibitors (strength unknown)
aica ribonucleotide	carbohydrates|nucleotides|imidazoles|glycosides|blood glucose lowering agents|nucleic acids, nucleotides, and nucleosides
pyrazolanthrone	
hyperforin	benzene derivatives|phenols|oatp1b1/slco1b1 inhibitors
rolipram	psychotropic drugs|pyrrolidines|central nervous system agents|phosphodiesterase 4 inhibitors|enzyme inhibitors|central nervous system depressants|pyrrolidinones|antidepressive agents|phosphodiesterase inhibitors
staurosporine	p glycoprotein inhibitors|indoles|alkaloids|carbazoles|indole alkaloids|enzyme inhibitors|heterocyclic compounds, fused ring
alrestatin	parasympatholytics|peripheral nervous system agents|enzyme inhibitors|autonomic agents|heterocyclic compounds, fused ring
olomoucine	cytokinins|enzyme inhibitors|cyclin dependent kinases, antagonists & inhibitors|purines|heterocyclic compounds, fused ring
propidium	laboratory chemicals|compounds used in a research, industrial, or household setting|intercalating agents|indicators and reagents|coloring agents|phenanthridines|heterocyclic compounds, fused ring
equilin	hormones, hormone substitutes, and hormone antagonists|ketosteroids|cytochrome p 450 cyp3a substrates|estrenes|gonadal steroid hormones|adrenal cortex hormones|steroids|hormones|estradiol congeners|gonadal hormones|cytochrome p 450 substrates|estranes|17 ketosteroids|cytochrome p 450 cyp3a4 substrates|fused ring compounds
7 nitroindazole	neuroprotective agents|compounds used in a research, industrial, or household setting|peripheral nervous system agents|heterocyclic compounds, fused ring|nitric oxide synthase, antagonists & inhibitors|central nervous system agents|analgesics|protective agents|psychotropic drugs|pyrazoles|sensory system agents|tranquilizing agents|enzyme inhibitors|anticonvulsants|central nervous system depressants|anti anxiety agents
taxifolin	benzopyrans|flavonoids|anti inflammatory agents, non steroidal|peripheral nervous system agents|anti inflammatory agents|heterocyclic compounds, fused ring|central nervous system agents|analgesics|sensory system agents|pyrans|agents that produce hypertension|flavonols|chromones|non cox 2 selective nsaids|analgesics, non narcotic|antirheumatic agents
ilomastat	amino acids, peptides, and proteins|hydroxylamines|hydroxy acids|protease inhibitors|oligopeptides|peptides|enzyme inhibitors|matrix metalloproteinase inhibitors|amines|heterocyclic compounds, fused ring
flufenamic acid	aniline compounds|musculo skeletal system|antiinflammatory and antirheumatic products|anti inflammatory agents|acids, carbocyclic|ortho aminobenzoates|oat1/slc22a6 inhibitors|benzene derivatives|benzoates|antiinflammatory and antirheumatic products, non steroids|amines|aminobenzoates|fenamates
calcipotriol	antipsoriatics|cholestenes|vitamins (fat soluble)|antipsoriatics for topical use|dermatologicals|steroids|sterols|lipids|cholestanes|vitamin d and analogues|vitamins|secosteroids|misc. skin and mucous membrane agents|fused ring compounds|membrane lipids
prostaglandin b2	prostaglandins|eicosanoids|biological factors|fatty acids|inflammation mediators|lipids|fatty acids, unsaturated|autacoids
carbenoxolone	triterpenes|glycyrrhetinic acid|alimentary tract and metabolism|gastrointestinal agents|pentacyclic triterpenes|terpenes|anti ulcer agents|drugs for peptic ulcer and gastro oesophageal reflux disease (gord)|drugs for acid related disorders
myricetin	benzopyrans|pyrans|chromones|heterocyclic compounds, fused ring
myc	benzopyrans|pyrans|chromones|heterocyclic compounds, fused ring
geldanamycin	amides|protease inhibitors|quinones|antibiotics, antineoplastic|antineoplastic agents|enzyme inhibitors|cysteine proteinase inhibitors|anti infective agents|hsp90 heat shock proteins|lactams|tyrosine kinase inhibitors
farnesol	sesquiterpenes|terpenes|fatty alcohols|lipids|alcohols
fexaramine	
shh	amides|aniline compounds|hydroxy acids|histone deacetylase inhibitors|antineoplastic and immunomodulating agents|anilides|hydroxylamines|hyperglycemia associated agents|potential qtc prolonging agents|myelosuppressive agents|antineoplastic agents|narrow therapeutic index drugs|enzyme inhibitors|hydroxamic acids|immunosuppressive agents|amines|qtc prolonging agents
vorinostat	amides|aniline compounds|hydroxy acids|histone deacetylase inhibitors|antineoplastic and immunomodulating agents|anilides|hydroxylamines|hyperglycemia associated agents|potential qtc prolonging agents|myelosuppressive agents|antineoplastic agents|narrow therapeutic index drugs|enzyme inhibitors|hydroxamic acids|immunosuppressive agents|amines|qtc prolonging agents
forskolin	respiratory system agents|p glycoprotein inhibitors|compounds used in a research, industrial, or household setting|anti asthmatic agents|peripheral nervous system agents|vasodilating agents|adjuvants, immunologic|bronchodilator agents|protective agents|cardiotonic agents|diterpenes|terpenes|autonomic agents|cardiovascular agents|immunologic factors
colforsin	respiratory system agents|p glycoprotein inhibitors|compounds used in a research, industrial, or household setting|anti asthmatic agents|peripheral nervous system agents|vasodilating agents|adjuvants, immunologic|bronchodilator agents|protective agents|cardiotonic agents|diterpenes|terpenes|autonomic agents|cardiovascular agents|immunologic factors
ly 294002	benzopyrans|pyrans|enzyme inhibitors|phosphatidylinositol 3 kinases, antagonists & inhibitors|oxazines|heterocyclic compounds, fused ring
cholic acid	oatp1b3 substrates|bsep/abcb11 inducers|fused ring compounds|oat3/slc22a8 inhibitors|p glycoprotein inducers|bile acid preparations|cholanes|bile and liver therapy|oatp1b1/slco1b1 inhibitors|oatp1b1/slco1b1 substrates|cholic acids|bile acids and salts|bile acids and derivatives|bile therapy|steroids|alimentary tract and metabolism|bsep/abcb11 substrates|bsep/abcb11 inhibitors|oatp1b1/slco1b1 inducers|oat3/slc22a8 substrates
glycocholic acid	detergents|amino acids, peptides, and proteins|compounds used in a research, industrial, or household setting|n substituted glycines|household products|peptides|steroids|gastrointestinal agents|surface active agents|amino acids|cholanes|fused ring compounds|cholic acids|cholagogues and choleretics|peptoids|bile acids and salts
nicotinamide	micronutrients|food|food and beverages|cytochrome p 450 cyp2e1 inhibitors|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|pyridines|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 enzyme inhibitors|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|cytochrome p 450 substrates|cytochrome p 450 cyp3a inhibitors|diet, food, and nutrition|vitamin b complex|physiological phenomena|growth substances|cytochrome p 450 cyp2e1 substrates|alimentary tract and metabolism|cytochrome p 450 cyp2e1 inhibitors (strength unknown)|nicotinic acids|vitamins
