pert_iname	classes
azacyclonol	Heterocyclic Compounds|Chemicals and Drugs Category|Piperidines|Heterocyclic Compounds, 1-Ring
NNC-55-0396	Polycyclic Aromatic Hydrocarbons|Calcium-Regulating Hormones and Agents|Macrocyclic Compounds|Heterocyclic Compounds, Fused-Ring|Benzimidazoles|Pharmacologic Actions|Hydrocarbons, Alicyclic|Hydrocarbons, Cyclic|Heterocyclic Compounds|Organic Chemicals|NNC 55-0396|Physiological Effects of Drugs|Cyclopropanes|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Naphthalenes|Heterocyclic Compounds, 2-Ring|Membrane Transport Modulators|Cycloparaffins|Polycyclic Compounds|Chemicals and Drugs Category|Chemical Actions and Uses|Hydrocarbons, Aromatic|Calcium Channel Blockers|Therapeutic Uses
butein	Pyrans|Heterocyclic Compounds|Organic Chemicals|Heterocyclic Compounds, 2-Ring|Ketones|Propiophenones|Chalcones|Flavonoids|Chemicals and Drugs Category|Chromones|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Benzopyrans|butein
PQ-401	Heterocyclic Compounds|Organic Chemicals|Benzene Derivatives|Aminoquinolines|Phenylurea Compounds|Hydrocarbons, Cyclic|Chemicals and Drugs Category|Urea|Amides|Heterocyclic Compounds, Fused-Ring|Quinolines|PQ 401|Hydrocarbons|Hydrocarbons, Aromatic|Heterocyclic Compounds, 2-Ring
secoisolariciresinol	Estrogens|Estrogens, Non-Steroidal|Butylene Glycols|Pharmacologic Actions|Benzene Derivatives|secoisolariciresinol|Lignans|Hydrocarbons, Cyclic|Organic Chemicals|Hormones|Physiological Effects of Drugs|Alcohols|Hydrocarbons|Glycols|Hormones, Hormone Substitutes, and Hormone Antagonists|Benzyl Compounds|Phytoestrogens|Chemicals and Drugs Category|Chemical Actions and Uses|Hydrocarbons, Aromatic
ritanserin	Antipsychotic Agents|Psychotropic Drugs|Serotonin Antagonists|Pharmacologic Actions|Anti-Anxiety Agents|Antidepressive Agents|Piperidines|Central Nervous System Depressants|Antidepressive Agents, Second-Generation|Ritanserin|Heterocyclic Compounds|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Serotonin Agents|Pyrimidinones|Central Nervous System Agents|Chemicals and Drugs Category|Tranquilizing Agents|Pyrimidines|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
floxuridine	Nucleosides|Noxae|Antimetabolites|Deoxyribonucleosides|Pharmacologic Actions|Glycosides|Floxuridine|Antineoplastic Agents|Uridine|Heterocyclic Compounds|Deoxyuridine|Nucleic Acids, Nucleotides, and Nucleosides|Molecular Mechanisms of Pharmacological Action|Ribonucleosides|Toxic Actions|Antimetabolites, Antineoplastic|Chemicals and Drugs Category|Pyrimidine Nucleosides|Heterocyclic Compounds, 1-Ring|Pyrimidines|Carbohydrates|Chemical Actions and Uses|Therapeutic Uses
LY-303511	Pyrans|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|LY 303511|Chemicals and Drugs Category|Piperazines|Chromones|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Benzopyrans
coumarin	Pyrans|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Chemicals and Drugs Category|Heterocyclic Compounds, Fused-Ring|coumarin|Heterocyclic Compounds, 1-Ring|Coumarins|Benzopyrans
CGP-53353	Acids, Carbocyclic|Organic Chemicals|Heterocyclic Compounds, 2-Ring|Isoindoles|Phthalimides|Protein Kinase Inhibitors|Chemicals and Drugs Category|Carboxylic Acids|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds|Heterocyclic Compounds, Fused-Ring|Chemical Actions and Uses|Imides|4,5-dianilinophthalimide|Enzyme Inhibitors|Phthalic Acids
paxilline	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Indoles|paxilline|Chemicals and Drugs Category|Membrane Transport Modulators|Cardiovascular Agents|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Potassium Channel Blockers|Heterocyclic Compounds, Fused-Ring|Chemical Actions and Uses|Therapeutic Uses
altrenogest	Progestins|Hormones|Pharmacologic Actions|Estrenes|Steroids|Polycyclic Compounds|altrenogest|Physiological Effects of Drugs|Chemicals and Drugs Category|Estranes|Fused-Ring Compounds|Chemical Actions and Uses|Hormones, Hormone Substitutes, and Hormone Antagonists
fluvoxamine	Cytochrome P-450 CYP2C19 Inhibitors|Serotonin Uptake Inhibitors|Psychotropic Drugs|Neurotransmitter Uptake Inhibitors|Drug-Related Side Effects and Adverse Reactions|Pharmacologic Actions|Diseases Category|Oximes|Anti-Anxiety Agents|Hydroxylamines|Chemically-Induced Disorders|Metabolic Side Effects of Drugs and Substances|Antidepressive Agents|Central Nervous System Depressants|Antidepressive Agents, Second-Generation|Enzyme Inhibitors|Organic Chemicals|Neurotransmitter Agents|Physiological Effects of Drugs|Cytochrome P-450 CYP1A2 Inhibitors|Molecular Mechanisms of Pharmacological Action|Serotonin Agents|Cytochrome P-450 Enzyme Inhibitors|Fluvoxamine|Membrane Transport Modulators|Central Nervous System Agents|Chemicals and Drugs Category|Amines|Tranquilizing Agents|Chemical Actions and Uses|Therapeutic Uses
W-13	Organic Chemicals|Sulfonamides|Sulfur Compounds|N-(4-aminobutyl)-5-chloro-2-naphthalenesulfonamide|Sulfones|Chemicals and Drugs Category|Amides|Inorganic Chemicals
Ro-15-4513	Heterocyclic Compounds|Organic Chemicals|Heterocyclic Compounds, 2-Ring|Benzodiazepines|Nitrogen Compounds|Azides|Indicators and Reagents|Affinity Labels|Benzazepines|Chemicals and Drugs Category|Specialty Uses of Chemicals|Heterocyclic Compounds, Fused-Ring|Ro 15-4513|Chemical Actions and Uses|Laboratory Chemicals|Inorganic Chemicals
beclometasone	Glucocorticoids|Steroids|Pregnadienetriols|Beclomethasone|Steroids, Chlorinated|Anti-Asthmatic Agents|Pharmacologic Actions|Respiratory System Agents|Anti-Inflammatory Agents|Pregnanes|Hormones|Physiological Effects of Drugs|Adrenal Cortex Hormones|Pregnadienes|Hormones, Hormone Substitutes, and Hormone Antagonists|Polycyclic Compounds|Chemicals and Drugs Category|Fused-Ring Compounds|Chemical Actions and Uses|Therapeutic Uses
dihydroergocristine	Dihydroergocristine|Heterocyclic Compounds|Adrenergic Agents|Pharmacologic Actions|Vasodilator Agents|Ergotamines|Ergot Alkaloids|Neurotransmitter Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Cardiovascular Agents|Adrenergic Antagonists|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, Fused-Ring|Chemical Actions and Uses|Alkaloids|Therapeutic Uses|Heterocyclic Compounds, 4 or More Rings
robustic-acid	Pyrans|Heterocyclic Compounds|robustic acid|Isoflavones|Flavonoids|Chemicals and Drugs Category|Chromones|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Benzopyrans|Heterocyclic Compounds, 2-Ring
butoconazole	Heterocyclic Compounds|Antifungal Agents|Imidazoles|Anti-Infective Agents|butoconazole|Chemicals and Drugs Category|Azoles|Pharmacologic Actions|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
trifluoperazine	Antipsychotic Agents|Psychotropic Drugs|Heterocyclic Compounds, 3-Ring|Heterocyclic Compounds, Fused-Ring|Autonomic Agents|Inorganic Chemicals|Trifluoperazine|Pharmacologic Actions|Sulfur Compounds|Dopamine Antagonists|Central Nervous System Depressants|Dopamine Agents|Antiemetics|Heterocyclic Compounds|Organic Chemicals|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Peripheral Nervous System Agents|Central Nervous System Agents|Gastrointestinal Agents|Chemicals and Drugs Category|Tranquilizing Agents|Chemical Actions and Uses|Therapeutic Uses|Phenothiazines
tacedinaline	Phenylenediamines|Aniline Compounds|Benzoates|Benzamides|Acids, Carbocyclic|Pharmacologic Actions|Benzene Derivatives|Hydrocarbons, Cyclic|Carboxylic Acids|Antineoplastic Agents|Enzyme Inhibitors|Organic Chemicals|Polyamines|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Amides|tacedinaline|Chemicals and Drugs Category|Amines|Histone Deacetylase Inhibitors|Diamines|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
prunetin	Pyrans|Heterocyclic Compounds|Isoflavones|prunetin|Flavonoids|Chemicals and Drugs Category|Chromones|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Benzopyrans|Heterocyclic Compounds, 2-Ring
hydrocortisone	Steroids|17-Hydroxycorticosteroids|Pharmacologic Actions|Anti-Inflammatory Agents|Pregnanes|11-Hydroxycorticosteroids|Hormones|Pregnenediones|Physiological Effects of Drugs|Adrenal Cortex Hormones|Pregnenes|Hormones, Hormone Substitutes, and Hormone Antagonists|Hydroxycorticosteroids|Polycyclic Compounds|Hydrocortisone|Chemicals and Drugs Category|Fused-Ring Compounds|Chemical Actions and Uses|Therapeutic Uses
7-nitroindazole	Neuroprotective Agents|Indazoles|Psychotropic Drugs|Heterocyclic Compounds, Fused-Ring|Anticonvulsants|Pharmacologic Actions|Anti-Anxiety Agents|Central Nervous System Depressants|Pyrazoles|Analgesics|Enzyme Inhibitors|Heterocyclic Compounds|Physiological Effects of Drugs|7-nitroindazole|Azoles|Protective Agents|Molecular Mechanisms of Pharmacological Action|Peripheral Nervous System Agents|Heterocyclic Compounds, 2-Ring|Central Nervous System Agents|Chemicals and Drugs Category|Specialty Uses of Chemicals|Tranquilizing Agents|Heterocyclic Compounds, 1-Ring|Sensory System Agents|Chemical Actions and Uses|Therapeutic Uses
doxapram	Heterocyclic Compounds|Doxapram|Pharmacologic Actions|Respiratory System Agents|Central Nervous System Agents|Physiological Effects of Drugs|Pyrrolidines|Central Nervous System Stimulants|Chemicals and Drugs Category|Pyrrolidinones|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
eliprodil	Heterocyclic Compounds|Pharmacologic Actions|eliprodil|Neurotransmitter Agents|Excitatory Amino Acid Antagonists|Central Nervous System Agents|Neuroprotective Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Excitatory Amino Acid Agents|Specialty Uses of Chemicals|Protective Agents|Molecular Mechanisms of Pharmacological Action|Piperidines|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
phenazone	Pharmacologic Actions|Antirheumatic Agents|Anti-Inflammatory Agents|Pyrazoles|Analgesics|Heterocyclic Compounds|Anti-Inflammatory Agents, Non-Steroidal|Physiological Effects of Drugs|Azoles|Analgesics, Non-Narcotic|Antipyrine|Peripheral Nervous System Agents|Central Nervous System Agents|Pyrazolones|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Sensory System Agents|Chemical Actions and Uses|Therapeutic Uses
PHTPP	Heterocyclic Compounds|4-(2-phenyl-5,7-bis(trifluoromethyl)pyrazolo(1,5-a)pyrimidin-3-yl)phenol|Chemicals and Drugs Category|Azoles|Pyrimidines|Heterocyclic Compounds, 1-Ring|Pyrazoles
memantine	Macrocyclic Compounds|Anti-Infective Agents|Antiparkinson Agents|Pharmacologic Actions|Memantine|Excitatory Amino Acid Antagonists|Hydrocarbons, Alicyclic|Hydrocarbons, Cyclic|Excitatory Amino Acid Agents|Bridged-Ring Compounds|Dopamine Agents|Analgesics|Amantadine|Organic Chemicals|Anti-Dyskinesia Agents|Neurotransmitter Agents|Physiological Effects of Drugs|Adamantane|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Antiviral Agents|Cycloparaffins|Central Nervous System Agents|Polycyclic Compounds|Chemicals and Drugs Category|Sensory System Agents|Chemical Actions and Uses|Therapeutic Uses
MDL-28170	Peptides|Pharmacologic Actions|Dipeptides|Chemicals and Drugs Category|Amino Acids, Peptides, and Proteins|Protease Inhibitors|Molecular Mechanisms of Pharmacological Action|calpain inhibitor III|Chemical Actions and Uses|Enzyme Inhibitors|Oligopeptides|Cysteine Proteinase Inhibitors
rucaparib	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Indoles|Poly(ADP-ribose) Polymerase Inhibitors|Chemicals and Drugs Category|Pharmacologic Actions|rucaparib|Molecular Mechanisms of Pharmacological Action|Antineoplastic Agents|Heterocyclic Compounds, Fused-Ring|Chemical Actions and Uses|Therapeutic Uses|Enzyme Inhibitors
ICI-162846	Heterocyclic Compounds|Chemicals and Drugs Category|Azoles|Heterocyclic Compounds, 1-Ring|Pyrazoles
GR-159897	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Indoles|GR 159897|Chemicals and Drugs Category|Heterocyclic Compounds, Fused-Ring|Piperidines|Heterocyclic Compounds, 1-Ring
methyl-angolensate	Organic Chemicals|Triterpenes|Chemicals and Drugs Category|Hydrocarbons|Terpenes
estrone	Estrogens|Gonadal Steroid Hormones|Estrenes|Steroids|17-Ketosteroids|Pharmacologic Actions|Hormones|Estranes|Physiological Effects of Drugs|Ketosteroids|Adrenal Cortex Hormones|Estradiol Congeners|Hormones, Hormone Substitutes, and Hormone Antagonists|Polycyclic Compounds|Estrone|Chemicals and Drugs Category|Fused-Ring Compounds|Gonadal Hormones|Chemical Actions and Uses
betaxolol	Antihypertensive Agents|Adrenergic Antagonists|Betaxolol|Autonomic Agents|Adrenergic Agents|Pharmacologic Actions|Sympatholytics|Phenoxypropanolamines|Organic Chemicals|Adrenergic beta-Antagonists|Neurotransmitter Agents|Physiological Effects of Drugs|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Propanolamines|Alcohols|Peripheral Nervous System Agents|Amino Alcohols|Propanols|Chemicals and Drugs Category|Amines|Chemical Actions and Uses|Adrenergic beta-1 Receptor Antagonists|Therapeutic Uses
dehydroisoandosterone	Gonadal Steroid Hormones|Dehydroepiandrosterone|Steroids|17-Ketosteroids|Androstenes|Pharmacologic Actions|Anabolic Agents|Adjuvants, Immunologic|Hormones|Testosterone Congeners|Physiological Effects of Drugs|Ketosteroids|Adrenal Cortex Hormones|Androstenols|Immunologic Factors|Hormones, Hormone Substitutes, and Hormone Antagonists|Polycyclic Compounds|Androstanes|Chemicals and Drugs Category|Fused-Ring Compounds|Gonadal Hormones|Chemical Actions and Uses
olopatadine	Histamine Antagonists|Dibenzoxepins|Heterocyclic Compounds, 3-Ring|Heterocyclic Compounds, Fused-Ring|Pharmacologic Actions|Antirheumatic Agents|Histamine H1 Antagonists|Anti-Allergic Agents|Anti-Inflammatory Agents|Analgesics|Heterocyclic Compounds|Anti-Inflammatory Agents, Non-Steroidal|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Olopatadine Hydrochloride|Histamine H1 Antagonists, Non-Sedating|Central Nervous System Agents|Chemicals and Drugs Category|Histamine Agents|Sensory System Agents|Chemical Actions and Uses|Therapeutic Uses
hydrocortisone-acetate	Steroids|17-Hydroxycorticosteroids|Pharmacologic Actions|hydrocortisone acetate|Anti-Inflammatory Agents|Pregnanes|11-Hydroxycorticosteroids|Hormones|Pregnenediones|Physiological Effects of Drugs|Adrenal Cortex Hormones|Pregnenes|Hormones, Hormone Substitutes, and Hormone Antagonists|Hydroxycorticosteroids|Polycyclic Compounds|Chemicals and Drugs Category|Fused-Ring Compounds|Chemical Actions and Uses|Therapeutic Uses
norepinephrine	Anti-Infective Agents|Autonomic Agents|Vasoconstrictor Agents|Adrenergic Agents|Pharmacologic Actions|Benzene Derivatives|Hydrocarbons, Cyclic|Biogenic Amines|Central Nervous System Depressants|Anti-Infective Agents, Local|Organic Chemicals|Norepinephrine|Solvents|Ethanol|Biogenic Monoamines|Neurotransmitter Agents|Physiological Effects of Drugs|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Adrenergic alpha-Agonists|Alcohols|Hydrocarbons|Peripheral Nervous System Agents|Adrenergic Agonists|Catecholamines|Catechols|Phenols|Central Nervous System Agents|Amino Alcohols|Sympathomimetics|Chemicals and Drugs Category|Ethanolamines|Amines|Specialty Uses of Chemicals|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
SIB-1893	Heterocyclic Compounds|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Pyridines
bemesetron	Heterocyclic Compounds|Organic Chemicals|Azabicyclo Compounds|bemesetron|Neurotransmitter Agents|Heterocyclic Compounds, Bridged-Ring|Physiological Effects of Drugs|Chemicals and Drugs Category|Tropanes|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Chemical Actions and Uses|Serotonin Agents|Bridged Bicyclo Compounds, Heterocyclic|Aza Compounds|Alkaloids|Serotonin Antagonists
itraconazole	Triazoles|Hormone Antagonists|14-alpha Demethylase Inhibitors|Anti-Infective Agents|Drug-Related Side Effects and Adverse Reactions|Pharmacologic Actions|Diseases Category|Chemically-Induced Disorders|Metabolic Side Effects of Drugs and Substances|Cytochrome P-450 CYP3A Inhibitors|Enzyme Inhibitors|Heterocyclic Compounds|Antifungal Agents|Physiological Effects of Drugs|Azoles|Itraconazole|Molecular Mechanisms of Pharmacological Action|Cytochrome P-450 Enzyme Inhibitors|Hormones, Hormone Substitutes, and Hormone Antagonists|Steroid Synthesis Inhibitors|Chemicals and Drugs Category|Piperazines|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
brivanib	Heterocyclic Compounds|Triazines|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring
tiotidine	Amidines|Imidazoles|Organic Chemicals|Histamine Antagonists|tiotidine|Neurotransmitter Agents|Guanidines|Physiological Effects of Drugs|Chemicals and Drugs Category|Azoles|Histamine Agents|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Histamine H2 Antagonists
alvocidib	Growth Inhibitors|Heterocyclic Compounds, Fused-Ring|Pyrans|Pharmacologic Actions|Growth Substances|Protein Kinase Inhibitors|Piperidines|Antineoplastic Agents|Benzopyrans|Enzyme Inhibitors|Heterocyclic Compounds|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 2-Ring|Flavonoids|Chemicals and Drugs Category|Chromones|Heterocyclic Compounds, 1-Ring|alvocidib|Chemical Actions and Uses|Therapeutic Uses
fluticasone-propionate	Steroids|Anti-Asthmatic Agents|Dermatologic Agents|Autonomic Agents|Androstenes|Pharmacologic Actions|Respiratory System Agents|Androstadienes|Bronchodilator Agents|Anti-Allergic Agents|Anti-Inflammatory Agents|Fluticasone|Physiological Effects of Drugs|Peripheral Nervous System Agents|Polycyclic Compounds|Androstanes|Chemicals and Drugs Category|Fused-Ring Compounds|Chemical Actions and Uses|Therapeutic Uses
dephostatin	Organic Chemicals|Benzene Derivatives|Phenols|Hydrocarbons, Cyclic|Chemicals and Drugs Category|Hydroquinones|Hydrocarbons|Hydrocarbons, Aromatic
5-methoxytryptamine	Inflammation Mediators|Serotonin Receptor Agonists|Heterocyclic Compounds, Fused-Ring|Tryptamines|Autacoids|Pharmacologic Actions|Biogenic Amines|5-Methoxytryptamine|Heterocyclic Compounds|Organic Chemicals|Biogenic Monoamines|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Serotonin Agents|Biological Factors|Heterocyclic Compounds, 2-Ring|Indoles|Chemicals and Drugs Category|Amines|Chemical Actions and Uses|Serotonin
milrinone	Cardiotonic Agents|Calcium-Regulating Hormones and Agents|Phosphodiesterase Inhibitors|Platelet Aggregation Inhibitors|Pharmacologic Actions|Hematologic Agents|Enzyme Inhibitors|Heterocyclic Compounds|Organic Chemicals|Physiological Effects of Drugs|Protective Agents|Cardiovascular Agents|Milrinone|Molecular Mechanisms of Pharmacological Action|Pyridines|Phosphodiesterase 3 Inhibitors|Aminopyridines|Vasodilator Agents|Membrane Transport Modulators|Amrinone|Chemicals and Drugs Category|Amines|Specialty Uses of Chemicals|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Calcium Channel Blockers|Therapeutic Uses
meclofenamic-acid	Aniline Compounds|Benzoates|Acids, Carbocyclic|Pharmacologic Actions|Benzene Derivatives|Antirheumatic Agents|Hydrocarbons, Cyclic|Carboxylic Acids|Anti-Inflammatory Agents|Analgesics|Enzyme Inhibitors|Organic Chemicals|Cyclooxygenase Inhibitors|Anti-Inflammatory Agents, Non-Steroidal|Physiological Effects of Drugs|Fenamates|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Aminobenzoates|Meclofenamic Acid|Central Nervous System Agents|Chemicals and Drugs Category|Amines|ortho-Aminobenzoates|Sensory System Agents|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
nitrazepam	Benzazepines|Psychotropic Drugs|Heterocyclic Compounds, Fused-Ring|Benzodiazepinones|Anticonvulsants|Pharmacologic Actions|Anti-Anxiety Agents|Hypnotics and Sedatives|Central Nervous System Depressants|Heterocyclic Compounds|Benzodiazepines|Nitrazepam|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|GABA Modulators|GABA Agents|Heterocyclic Compounds, 2-Ring|Central Nervous System Agents|Chemicals and Drugs Category|Tranquilizing Agents|Chemical Actions and Uses|Therapeutic Uses
hydrocotarnine	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Chemicals and Drugs Category|Tetrahydroisoquinolines|Heterocyclic Compounds, Fused-Ring|Isoquinolines
erythromycin	Organic Chemicals|Pharmacologic Actions|Lactones|Polycyclic Compounds|Macrolides|Macrocyclic Compounds|Anti-Bacterial Agents|Gastrointestinal Agents|Anti-Infective Agents|Chemicals and Drugs Category|Molecular Mechanisms of Pharmacological Action|Polyketides|Erythromycin|Protein Synthesis Inhibitors|Chemical Actions and Uses|Therapeutic Uses|Enzyme Inhibitors
quinelorane	Heterocyclic Compounds|quinelorane|Heterocyclic Compounds, 2-Ring|Neurotransmitter Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, Fused-Ring|Chemical Actions and Uses|Dopamine Agents|Dopamine Agonists|Quinolines
zebularine	Ribonucleosides|Heterocyclic Compounds|pyrimidin-2-one beta-ribofuranoside|Nucleosides|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Chemicals and Drugs Category|Pyrimidine Nucleosides|Heterocyclic Compounds, 1-Ring|Pyrimidines|Carbohydrates
SB-334867	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Naphthyridines|Benzoxazoles|Chemicals and Drugs Category|Heterocyclic Compounds, Fused-Ring|1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea
U-54494A	Heterocyclic Compounds|Anticonvulsants|Pharmacologic Actions|Central Nervous System Agents|Pyrrolidines|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses|U 54494A
NVP-BEZ235	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Imidazoles|dactolisib|Chemicals and Drugs Category|Azoles|Pharmacologic Actions|Antineoplastic Agents|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Quinolines|Therapeutic Uses
nitrocaramiphen	Organic Chemicals|4-nitrocaramiphen|Cycloparaffins|Cyclopentanes|Polycyclic Compounds|Macrocyclic Compounds|Hydrocarbons, Alicyclic|Hydrocarbons, Cyclic|Chemicals and Drugs Category|Nitro Compounds|Hydrocarbons
FTI-276	Amino Acids, Essential|Organic Chemicals|Amino Acids, Neutral|Sulfur Compounds|FTI 276|Amino Acids|Chemicals and Drugs Category|Amino Acids, Peptides, and Proteins|Amino Acids, Sulfur|Inorganic Chemicals
terbinafine	Naphthalenes|Polycyclic Aromatic Hydrocarbons|Antifungal Agents|Organic Chemicals|Polycyclic Compounds|Anti-Infective Agents|Hydrocarbons, Cyclic|Chemicals and Drugs Category|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Chemical Actions and Uses|Hydrocarbons|Hydrocarbons, Aromatic|Terbinafine|Therapeutic Uses|Enzyme Inhibitors
BP-554	Heterocyclic Compounds|Chemicals and Drugs Category|Piperazines|Heterocyclic Compounds, 1-Ring
cefoxitin	Cephamycins|Anti-Bacterial Agents|Anti-Infective Agents|Heterocyclic Compounds, Fused-Ring|Inorganic Chemicals|Pharmacologic Actions|Sulfur Compounds|beta-Lactams|Lactams|Heterocyclic Compounds|Organic Chemicals|Thiazines|Cephalosporins|Amides|Heterocyclic Compounds, 2-Ring|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Cefoxitin|Chemical Actions and Uses|Therapeutic Uses
ARC-239	Heterocyclic Compounds|Adrenergic Agents|Heterocyclic Compounds, 2-Ring|Adrenergic alpha-Antagonists|Neurotransmitter Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Pharmacologic Actions|Piperazines|Adrenergic Antagonists|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|AR-C239|Isoquinolines|Chemical Actions and Uses
naftidrofuryl	Heterocyclic Compounds|Furans|Vasodilator Agents|Neurotransmitter Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Cardiovascular Agents|Nafronyl|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 1-Ring|Serotonin Agents|Chemical Actions and Uses|Therapeutic Uses|Serotonin Antagonists
tyrphostin-AG-825	tyrphostin AG825|Heterocyclic Compounds, Fused-Ring|Nitriles|Inorganic Chemicals|Pharmacologic Actions|Benzene Derivatives|Sulfur Compounds|Hydrocarbons, Cyclic|Antineoplastic Agents|Thiazoles|Benzothiazoles|Tyrphostins|Enzyme Inhibitors|Heterocyclic Compounds|Organic Chemicals|Benzylidene Compounds|Azoles|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Heterocyclic Compounds, 2-Ring|Quinoxalines|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
deracoxib	Organic Chemicals|Sulfonamides|Sulfur Compounds|Sulfones|deracoxib|Chemicals and Drugs Category|Amides|Inorganic Chemicals
terbutaline	Adrenergic beta-Agonists|Anti-Infective Agents|Anti-Asthmatic Agents|Autonomic Agents|Terbutaline|Adrenergic Agents|Adrenergic beta-2 Receptor Agonists|Pharmacologic Actions|Respiratory System Agents|Central Nervous System Depressants|Bronchodilator Agents|Anti-Infective Agents, Local|Organic Chemicals|Solvents|Ethanol|Neurotransmitter Agents|Reproductive Control Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Alcohols|Peripheral Nervous System Agents|Adrenergic Agonists|Central Nervous System Agents|Amino Alcohols|Sympathomimetics|Tocolytic Agents|Chemicals and Drugs Category|Ethanolamines|Amines|Specialty Uses of Chemicals|Chemical Actions and Uses|Therapeutic Uses
